date_wind,wind_speed,wind_dir_cos,wind_dir_sin,air_den,y_true,y_pred
7314,0.046357616,-0.730194157,0.683239704,1.228,1785.699,1800.6525
7315,0.057395143,-0.283691091,0.958915723,1.188,3279.141,3297.9512
7316,0,-0.445154962,0.89545355,1.254,0,0
7317,0.046357616,-0.883877473,0.467718518,1.178,1713.137,1729.7042
7318,0.066225166,0.903705112,-0.428155428,1.159,4915.919,4894.497
7319,0.022075055,-0.730194157,0.683239704,1.189,186.779,0
7320,0.033112583,0.75966831,0.65031074,1.152,610.357,619.0503
7321,0.090507726,0.984381951,-0.176045946,1.159,12544.062,12473.225
7322,0.022075055,0.903705112,-0.428155428,1.219,191.444,0
7323,0.033112583,0.75966831,0.65031074,1.253,664.249,672.1155
7324,0.022075055,0.984381951,-0.176045946,1.226,192.499,0
7325,0.046357616,-0.730194157,0.683239704,1.18,1716.744,1731.8146
7326,0.066225166,0.984381951,-0.176045946,1.112,4713.778,4680.062
7327,0.057395143,-0.991198822,-0.132381629,1.166,3219.56,3238.7861
7328,0.046357616,-0.975629313,0.219425258,1.284,1866.927,1882.0676
7329,0.134657837,-0.283691091,0.958915723,1.188,42347.669,42530.92
7330,0.022075055,-0.883877473,0.467718518,1.229,192.962,0
7331,0.046357616,0.699250806,-0.71487643,1.191,1732.596,1742.913
7332,0.090507726,-0.022096619,-0.99975584,1.174,12706.664,12689.539
7333,0.090507726,-0.883877473,0.467718518,1.153,12476.028,12501.736
7334,0.046357616,0.984381951,-0.176045946,1.151,1673.468,1683.2249
7335,0,-0.445154962,0.89545355,1.187,0,0
7336,0,-0.445154962,0.89545355,1.134,0,0
7337,0.04415011,0.562428927,0.826845634,1.189,1493.459,1535.2352
7338,0.057395143,-0.883877473,0.467718518,1.183,3264.697,3289.7695
7339,0.136865342,-0.525347639,0.850887689,1.169,43750.493,43946.996
7340,0.090507726,0.862318872,-0.506365641,1.238,13395.98,13341.436
7341,0.022075055,-0.197813574,0.980239659,1.219,191.444,0
7342,0.057395143,0.903705112,-0.428155428,1.241,3426.116,3404.1519
7343,0.033112583,-0.448073616,0.893996664,1.271,673.582,693.4123
7344,0.068432671,-0.525347639,0.850887689,1.272,5953.384,5958.275
7345,0.046357616,-0.991198822,-0.132381629,1.176,1709.929,1727.8484
7346,0.112582781,0.814180971,0.580611184,1.17,24383.054,24330.691
7347,0.136865342,-0.598460069,-0.801152636,1.178,44110.184,44595.316
7348,0.112582781,-0.525347639,0.850887689,1.121,23344.06,23345.65
7349,0.033112583,-0.991198822,-0.132381629,1.186,628.557,647.9492
7350,0.046357616,0.814180971,0.580611184,1.251,1819.794,1826.0288
7351,0.046357616,0.487187675,-0.873297297,1.211,1761.405,1772.8575
7352,0.033112583,0.903705112,-0.428155428,1.143,605.893,614.22516
7353,0.057395143,-0.197813574,0.980239659,1.153,3182.185,3201.7039
7354,0,-0.445154962,0.89545355,1.206,0,0
7355,0.076600442,-0.445154962,0.89545355,1.258,8256.769,8275.332
7356,0,-0.445154962,0.89545355,1.144,0,0
7357,0.046357616,-0.197813574,0.980239659,1.223,1778.297,1790.4176
7358,0.136865342,-0.448073616,0.893996664,1.215,45493.612,45689.715
7359,0.046357616,-0.022096619,-0.99975584,1.228,1785.35,1799.7668
7360,0.022075055,-0.197813574,0.980239659,1.238,194.36,0
7361,0.057395143,0.562428927,0.826845634,1.181,3259.914,3261.9846
7362,0.134657837,0.487187675,-0.873297297,1.135,40475.367,40901.5
7363,0.033112583,0.699250806,-0.71487643,1.232,653.047,665.1865
7364,0,-0.445154962,0.89545355,1.209,0,0
7365,0.057395143,0.15425145,-0.988031624,1.147,3166.979,3156.5486
7366,0.090507726,-0.991198822,-0.132381629,1.14,12340.524,12366.56
7367,0.046357616,0.75966831,0.65031074,1.215,1766.827,1774.4884
7368,0.046357616,-0.730194157,0.683239704,1.163,1691.14,1707.4344
7369,0.079470199,-0.598460069,-0.801152636,1.122,8219.016,8195.675
7370,0.068432671,-0.110387244,-0.993888654,1.191,5570.14,5542.0156
7371,0.057395143,0.75966831,0.65031074,1.143,3156.173,3153.3079
7372,0,-0.445154962,0.89545355,1.254,0,0
7373,0,-0.445154962,0.89545355,1.191,0,0
7374,0.046357616,0.964966028,-0.262374854,1.17,1701.722,1710.7357
7375,0.101545254,0.903705112,-0.428155428,1.169,17863.174,17859.484
7376,0,-0.445154962,0.89545355,1.228,0,0
7377,0.033112583,-0.197813574,0.980239659,1.163,616.184,625.9454
7378,0.090507726,0.633319203,0.773890682,1.244,13466.107,13416.157
7379,0.046357616,0.562428927,0.826845634,1.169,1699.711,1709.0363
7380,0.046357616,-0.283633279,-0.958932825,1.236,1797.543,1812.3374
7381,0.033112583,0.903705112,-0.428155428,1.157,613.474,621.99646
7382,0.136865342,-0.787695942,-0.616064204,1.132,42369.58,42915.5
7383,0.076600442,-0.445154962,0.89545355,1.215,7974.236,7976.0293
7384,0.079470199,-0.110387244,-0.993888654,1.219,8935.374,8881.339
7385,0.022075055,-0.110387244,-0.993888654,1.254,196.949,0
7386,0.046357616,-0.448073616,0.893996664,1.194,1736.049,1750.3204
7387,0.158940397,-0.991198822,-0.132381629,1.125,65961.952,66327.445
7388,0.068432671,-0.022096619,-0.99975584,1.151,5385.499,5355.1235
7389,0.068432671,0.984381951,-0.176045946,1.131,5289.543,5260.204
7390,0.057395143,-0.991198822,-0.132381629,1.163,3210.672,3230.65
7391,0.090507726,-0.283633279,-0.958932825,1.136,12298.203,12288.442
7392,0.022075055,-0.022096619,-0.99975584,1.169,183.573,0
7393,0.022075055,-0.283691091,0.958915723,1.25,196.284,0
7394,0.046357616,-0.991198822,-0.132381629,1.163,1691.718,1709.1962
7395,0.101545254,0.984381951,-0.176045946,1.173,17937.216,17901.955
7396,0.033112583,0.066306858,0.997799279,1.223,648.499,658.9276
7397,0.046357616,-0.022096619,-0.99975584,1.163,1691.45,1706.5061
7398,0.079470199,0.862318872,-0.506365641,1.234,9044.081,8958.05
7399,0.057395143,-0.525347639,0.850887689,1.303,3597.135,3643.7288
7400,0.112582781,-0.839071529,-0.544021111,1.147,23886.186,24034.219
7401,0.076600442,-0.445154962,0.89545355,1.218,7990.817,7996.8413
7402,0.033112583,0.903705112,-0.428155428,1.245,660.112,670.844
7403,0.057395143,-0.991198822,-0.132381629,1.188,3279.141,3298.4504
7404,0.033112583,0.75966831,0.65031074,1.2,636.152,644.1176
7405,0,-0.445154962,0.89545355,1.241,0,0
7406,0.112582781,0.996085171,0.088398712,1.182,24626.015,24619.105
7407,0,-0.445154962,0.89545355,1.142,0,0
7408,0,-0.445154962,0.89545355,1.254,0,0
7409,0.033112583,0.862318872,-0.506365641,1.217,644.933,654.41187
7410,0.033112583,-0.839071529,-0.544021111,1.141,604.755,623.3192
7411,0.068432671,-0.999020813,-0.044242678,1.178,5510.859,5514.674
7412,0,-0.445154962,0.89545355,1.221,0,0
7413,0,-0.445154962,0.89545355,1.15,0,0
7414,0.090507726,0.903705112,-0.428155428,1.17,12661.526,12597.737
7415,0.090507726,0.903705112,-0.428155428,1.181,12783.142,12717.677
7416,0.046357616,0.984381951,-0.176045946,1.178,1713.828,1721.9636
7417,0.066225166,-0.36729133,-0.93010595,1.209,5128.649,5138.8584
7418,0.090507726,-0.991198822,-0.132381629,1.178,12749.283,12780.897
7419,0.090507726,0.562428927,0.826845634,1.171,12671.764,12623.704
7420,0,-0.445154962,0.89545355,1.274,0,0
7421,0.057395143,0.240988305,-0.97052802,1.177,3249.248,3236.522
7422,0,-0.445154962,0.89545355,1.273,0,0
7423,0.022075055,-0.991198822,-0.132381629,1.122,176.193,0
7424,0.079470199,0.903705112,-0.428155428,1.154,8454.156,8387.635
7425,0.057395143,-0.92173958,-0.387809421,1.187,3275.475,3291.555
7426,0.090507726,0.066306858,0.997799279,1.206,13055.808,13030.276
7427,0.057395143,0.699250806,-0.71487643,1.146,3164.081,3146.9822
7428,0.112582781,-0.883877473,0.467718518,1.144,23827.647,23877.658
7429,0.022075055,-0.022096619,-0.99975584,1.244,195.385,0
7430,0.046357616,0.984381951,-0.176045946,1.18,1716.744,1724.8331
7431,0.057395143,-0.991198822,-0.132381629,1.17,3229.178,3249.634
7432,0.090507726,0.964966028,-0.262374854,1.194,12925.234,12855.999
7433,0.046357616,-0.991198822,-0.132381629,1.19,1730.55,1747.9352
7434,0.046357616,0.633319203,0.773890682,1.214,1765.21,1773.3846
7435,0.022075055,0.325781306,0.945445155,1.206,189.471,0
7436,0.055187638,-0.92173958,-0.387809421,1.132,2777.274,2784.6284
7437,0.14790287,-0.999020813,-0.044242678,1.226,57901.569,58263.348
7438,0.022075055,0.862318872,-0.506365641,1.234,193.854,0
7439,0.057395143,-0.022096619,-0.99975584,1.178,3250.559,3243.7126
7440,0.136865342,0.325781306,0.945445155,1.155,43242.529,43348.977
7441,0.079470199,-0.991198822,-0.132381629,1.204,8823.909,8809.261
7442,0.068432671,-0.283691091,0.958915723,1.206,5642.689,5650.404
7443,0.068432671,-0.110387244,-0.993888654,1.154,5400.949,5370.656
7444,0.079470199,-0.883877473,0.467718518,1.202,8805.914,8793.773
7445,0.057395143,0.75966831,0.65031074,1.249,3446.295,3440.7793
7446,0.04415011,-0.283633279,-0.958932825,1.169,1468.166,1513.7108
7447,0,-0.445154962,0.89545355,1.221,0,0
7448,0,-0.445154962,0.89545355,1.227,0,0
7449,0.101545254,0.984381951,-0.176045946,1.164,17798.518,17768.932
7450,0.022075055,-0.283691091,0.958915723,1.216,190.9,0
7451,0,-0.445154962,0.89545355,1.186,0,0
7452,0.046357616,-0.110387244,-0.993888654,1.224,1780.398,1794.4114
7453,0,-0.445154962,0.89545355,1.202,0,0
7454,0.057395143,-0.022096619,-0.99975584,1.264,3489.447,3476.9453
7455,0,-0.445154962,0.89545355,1.238,0,0
7456,0.14790287,0.487187675,-0.873297297,1.188,56131.301,56685.105
7457,0.205298013,0.984381951,-0.176045946,1.133,143120.188,142912
7458,0.04415011,0.325781306,0.945445155,1.205,1513.945,1559.1598
7459,0.068432671,-0.991198822,-0.132381629,1.159,5422.152,5424.9224
7460,0.068432671,-0.448073616,0.893996664,1.235,5779.735,5786.3687
7461,0.101545254,-0.448073616,0.893996664,1.186,18127.201,18095.41
7462,0.057395143,-0.448073616,0.893996664,1.207,3331.402,3351.746
7463,0.090507726,0.325781306,0.945445155,1.194,12927.868,12886.319
7464,0.022075055,0.814180971,0.580611184,1.22,191.659,0
7465,0.046357616,-0.283633279,-0.958932825,1.13,1643.215,1660.251
7466,0,-0.445154962,0.89545355,1.272,0,0
7467,0.033112583,0.814180971,0.580611184,1.163,616.469,626.31616
7468,0.079470199,-0.283633279,-0.958932825,1.173,8595.681,8553.743
7469,0.057395143,-0.110387244,-0.993888654,1.187,3277.069,3269.8027
7470,0.090507726,0.562428927,0.826845634,1.165,12611.874,12558.28
7471,0.079470199,0.903705112,-0.428155428,1.157,8474.302,8409.052
7472,0.090507726,0.562428927,0.826845634,1.181,12785.214,12732.739
7473,0.112582781,-0.787695942,-0.616064204,1.175,24485.506,24622.031
7474,0.090507726,-0.883877473,0.467718518,1.147,12418.782,12436.314
7475,0,-0.445154962,0.89545355,1.179,0,0
7476,0.033112583,0.066306858,0.997799279,1.254,664.703,677.1256
7477,0.033112583,-0.883877473,0.467718518,1.256,665.6,687.1391
7478,0.04415011,0.814180971,0.580611184,1.157,1454.048,1488.6631
7479,0.079470199,-0.839071529,-0.544021111,1.137,8328.41,8315.4
7480,0.068432671,0.903705112,-0.428155428,1.167,5458.162,5423.6943
7481,0.090507726,0.903705112,-0.428155428,1.167,12635.238,12565.026
7482,0.033112583,0.903705112,-0.428155428,1.233,653.784,664.1826
7483,0.068432671,0.964966028,-0.262374854,1.186,5550.314,5513.6772
7484,0.112582781,-0.283691091,0.958915723,1.167,24308.127,24282.615
7485,0.057395143,-0.839071529,-0.544021111,1.154,3186.435,3198.7651
7486,0,-0.445154962,0.89545355,1.244,0,0
7487,0.125827815,-0.991198822,-0.132381629,1.162,33800.785,34068.027
7488,0.125827815,-0.022096619,-0.99975584,1.133,32957.277,33233.83
7489,0.158940397,0.75966831,0.65031074,1.17,68578.6,69164.36
7490,0.033112583,0.996085171,0.088398712,1.133,600.408,606.881
7491,0.090507726,-0.110387244,-0.993888654,1.244,13463.066,13457.277
7492,0.068432671,0.862318872,-0.506365641,1.267,5926.432,5886.107
7493,0.033112583,-0.787695942,-0.616064204,1.155,612.092,629.2143
7494,0.068432671,-0.525347639,0.850887689,1.202,5621.468,5634.0806
7495,0.033112583,0.996085171,0.088398712,1.166,618.23,625.5305
7496,0.090507726,-0.36729133,-0.93010595,1.183,12800.56,12805.119
7497,0,-0.445154962,0.89545355,1.208,0,0
7498,0.068432671,0.984381951,-0.176045946,1.17,5476.347,5440.8257
7499,0,-0.445154962,0.89545355,1.255,0,0
7500,0.057395143,-0.283691091,0.958915723,1.19,3285.009,3303.3757
7501,0.046357616,0.903705112,-0.428155428,1.232,1791.239,1800.2805
7502,0.079470199,-0.283691091,0.958915723,1.16,8503.116,8474.93
7503,0,-0.445154962,0.89545355,1.237,0,0
7504,0,-0.445154962,0.89545355,1.253,0,0
7505,0.090507726,0.903705112,-0.428155428,1.153,12478.344,12412.375
7506,0.057395143,0.487187675,-0.873297297,1.182,3263.537,3246.6868
7507,0,-0.445154962,0.89545355,1.155,0,0
7508,0.033112583,-0.975629313,0.219425258,1.205,638.918,658.384
7509,0.090507726,-0.197813574,0.980239659,1.161,12571.606,12553.093
7510,0,-0.445154962,0.89545355,1.186,0,0
7511,0.068432671,0.964966028,-0.262374854,1.218,5699.503,5661.88
7512,0,-0.445154962,0.89545355,1.125,0,0
7513,0.090507726,0.487187675,-0.873297297,1.134,12278.079,12227.231
7514,0.033112583,-0.36729133,-0.93010595,1.142,605.267,620.2512
7515,0.046357616,-0.991198822,-0.132381629,1.167,1696.711,1714.9352
7516,0.068432671,-0.283691091,0.958915723,1.213,5676.859,5682.8237
7517,0.057395143,0.984381951,-0.176045946,1.164,3211.778,3196.7266
7518,0.057395143,-0.525347639,0.850887689,1.162,3207.527,3230.6282
7519,0.046357616,0.903705112,-0.428155428,1.196,1739.034,1748.6285
7520,0.066225166,-0.283633279,-0.958932825,1.231,5221.115,5238.768
7521,0.033112583,-0.839071529,-0.544021111,1.173,621.957,639.8013
7522,0.033112583,0.984381951,-0.176045946,1.199,635.342,646.60974
7523,0.068432671,-0.991198822,-0.132381629,1.172,5483.897,5485.1294
7524,0.181015453,0.984381951,-0.176045946,1.144,99045.612,99674.875
7525,0.068432671,-0.283691091,0.958915723,1.211,5666.128,5673.561
7526,0.079470199,-0.883877473,0.467718518,1.199,8782.971,8771.9795
7527,0.068432671,-0.022096619,-0.99975584,1.157,5413.162,5382.9116
7528,0.112582781,0.240988305,-0.97052802,1.241,25853.408,25983.822
7529,0.022075055,-0.991198822,-0.132381629,1.156,181.472,0
7530,0.112582781,0.75966831,0.65031074,1.181,24609.644,24555.729
7531,0.046357616,-0.991198822,-0.132381629,1.189,1729.129,1746.5004
7532,0.068432671,-0.022096619,-0.99975584,1.125,5262.53,5234.708
7533,0.033112583,0.408082062,0.912945251,1.219,646.367,654.6085
7534,0,-0.445154962,0.89545355,1.118,0,0
7535,0.033112583,-0.666938062,0.74511316,1.198,634.829,650.8113
7536,0.112582781,-0.022096619,-0.99975584,1.172,24410.489,24560.867
7537,0.079470199,-0.991198822,-0.132381629,1.152,8437.581,8435.384
7538,0,-0.445154962,0.89545355,1.192,0,0
7539,0,-0.445154962,0.89545355,1.158,0,0
7540,0,-0.445154962,0.89545355,1.162,0,0
7541,0.090507726,-0.197813574,0.980239659,1.183,12805.964,12792.972
7542,0.057395143,0.066306858,0.997799279,1.162,3208.237,3221.481
7543,0.079470199,0.903705112,-0.428155428,1.228,8999.374,8915.944
7544,0.090507726,-0.110387244,-0.993888654,1.176,12725.783,12715.832
7545,0.046357616,0.699250806,-0.71487643,1.131,1645.54,1656.8265
7546,0.079470199,0.903705112,-0.428155428,1.163,8519.477,8451.888
7547,0,-0.445154962,0.89545355,1.211,0,0
7548,0.205298013,-0.883877473,0.467718518,1.156,146015.727,144809.86
7549,0.079470199,-0.283633279,-0.958932825,1.182,8657.741,8619.126
7550,0.068432671,0.903705112,-0.428155428,1.201,5620.06,5581.1597
7551,0.046357616,0.066306858,0.997799279,1.254,1824.215,1833.2288
7552,0.134657837,0.562428927,0.826845634,1.129,40249.816,40352.082
7553,0.112582781,-0.999020813,-0.044242678,1.194,24868.067,24973.22
7554,0.068432671,0.903705112,-0.428155428,1.13,5284.621,5252.3335
7555,0.046357616,-0.975629313,0.219425258,1.199,1744.457,1760.1569
7556,0.057395143,-0.839071529,-0.544021111,1.214,3350.652,3361.4858
7557,0,-0.445154962,0.89545355,1.132,0,0
7558,0.136865342,-0.92173958,-0.387809421,1.121,41945.41,42486.266
7559,0.033112583,0.75966831,0.65031074,1.13,598.81,607.8055
7560,0.068432671,-0.525347639,0.850887689,1.173,5487.725,5499.772
7561,0.046357616,0.562428927,0.826845634,1.171,1703.013,1711.9059
7562,0,-0.445154962,0.89545355,1.206,0,0
7563,0.066225166,0.562428927,0.826845634,1.267,5372.619,5423.6777
7564,0.112582781,-0.022096619,-0.99975584,1.178,24548.215,24685.863
7565,0.249448124,-0.883877473,0.467718518,1.124,254672.345,252654.69
7566,0.068432671,0.903705112,-0.428155428,1.124,5257.088,5224.5454
7567,0,-0.445154962,0.89545355,1.207,0,0
7568,0.057395143,-0.991198822,-0.132381629,1.173,3239.028,3257.77
7569,0.112582781,-0.730194157,0.683239704,1.189,24770.201,24787.605
7570,0.033112583,0.325781306,0.945445155,1.234,654.029,663.301
7571,0.057395143,-0.883877473,0.467718518,1.143,3155.78,3181.2896
7572,0.090507726,0.903705112,-0.428155428,1.181,12779.741,12717.677
7573,0,-0.445154962,0.89545355,1.161,0,0
7574,0.057395143,-0.999020813,-0.044242678,1.176,3245.19,3267.0542
7575,0.090507726,-0.730194157,0.683239704,1.154,12488.939,12504.419
7576,0.125827815,0.996085171,0.088398712,1.166,33923.531,34026.66
7577,0.112582781,-0.666938062,0.74511316,1.148,23912.144,23924.682
7578,0.112582781,-0.666938062,0.74511316,1.207,25138.417,25153.818
7579,0.227373068,0.996085171,0.088398712,1.16,199150.902,198232.77
7580,0,-0.445154962,0.89545355,1.225,0,0
7581,0,-0.445154962,0.89545355,1.169,0,0
7582,0.046357616,-0.022096619,-0.99975584,1.18,1716.28,1730.8972
7583,0.123620309,-0.92173958,-0.387809421,1.163,32080.419,32329.809
7584,0.066225166,-0.448073616,0.893996664,1.221,5178.005,5229.3833
7585,0,-0.445154962,0.89545355,1.184,0,0
7586,0.090507726,0.562428927,0.826845634,1.216,13163.167,13114.367
7587,0.101545254,-0.448073616,0.893996664,1.174,17953.617,17910.809
7588,0.090507726,0.325781306,0.945445155,1.241,13427.475,13398.789
7589,0.057395143,0.562428927,0.826845634,1.175,3242.87,3245.7126
7590,0.033112583,0.562428927,0.826845634,1.199,635.452,642.96893
7591,0.068432671,-0.787695942,-0.616064204,1.132,5297.638,5287.4526
7592,0,-0.445154962,0.89545355,1.202,0,0
7593,0.079470199,-0.92173958,-0.387809421,1.126,8248.367,8244.478
7594,0,-0.445154962,0.89545355,1.208,0,0
7595,0.046357616,-0.525347639,0.850887689,1.231,1790.444,1803.8279
7596,0.068432671,-0.839071529,-0.544021111,1.162,5435.419,5428.608
7597,0.181015453,-0.883877473,0.467718518,1.129,97753.227,97382.27
7598,0.101545254,-0.598460069,-0.801152636,1.215,18573.959,18650.193
7599,0.068432671,0.984381951,-0.176045946,1.159,5422.618,5389.882
7600,0.205298013,-0.787695942,-0.616064204,1.228,155091.622,153233.22
7601,0.046357616,-0.022096619,-0.99975584,1.179,1714.581,1729.4624
7602,0.068432671,0.75966831,0.65031074,1.2,5614.497,5598.859
7603,0,-0.445154962,0.89545355,1.216,0,0
7604,0.112582781,0.984381951,-0.176045946,1.169,24362.785,24373.941
7605,0.079470199,0.487187675,-0.873297297,1.242,9099.257,9026.934
7606,0.136865342,-0.283633279,-0.958932825,1.176,44010.979,44525.855
7607,0.068432671,0.75966831,0.65031074,1.223,5724.275,5705.3813
7608,0.125827815,-0.787695942,-0.616064204,1.158,33692.713,33984.23
7609,0,-0.445154962,0.89545355,1.202,0,0
7610,0.068432671,0.996085171,0.088398712,1.146,5363.059,5334.335
7611,0.112582781,-0.283691091,0.958915723,1.17,24372.379,24345.11
7612,0.033112583,0.814180971,0.580611184,1.219,646.248,655.33563
7613,0,-0.445154962,0.89545355,1.203,0,0
7614,0.057395143,0.408082062,0.912945251,1.232,3400.877,3404.1016
7615,0.090507726,0.75966831,0.65031074,1.145,12388.849,12330.493
7616,0.068432671,-0.92173958,-0.387809421,1.114,5212.434,5210.6094
7617,0,-0.445154962,0.89545355,1.254,0,0
7618,0.057395143,0.903705112,-0.428155428,1.188,3280.515,3260.4158
7619,0.033112583,-0.022096619,-0.99975584,1.173,621.629,636.52716
7620,0.057395143,0.325781306,0.945445155,1.174,3240.732,3248.682
7621,0,-0.445154962,0.89545355,1.163,0,0
7622,0.068432671,-0.883877473,0.467718518,1.215,5683.848,5693.455
7623,0.090507726,0.984381951,-0.176045946,1.211,13110.75,13040.213
7624,0.068432671,-0.991198822,-0.132381629,1.231,5758.024,5758.3784
7625,0.033112583,0.984381951,-0.176045946,1.175,622.558,633.70874
7626,0.090507726,0.903705112,-0.428155428,1.148,12425.557,12357.856
7627,0,-0.445154962,0.89545355,1.147,0,0
7628,0.068432671,-0.598460069,-0.801152636,1.219,5702.108,5683.696
7629,0.046357616,-0.448073616,0.893996664,1.121,1630.716,1645.6295
7630,0.090507726,0.996085171,0.088398712,1.17,12661.2,12592.079
7631,0.046357616,0.325781306,0.945445155,1.211,1761.082,1770.1306
7632,0.033112583,-0.525347639,0.850887689,1.152,610.832,622.44556
7633,0.068432671,0.562428927,0.826845634,1.182,5530.938,5522.16
7634,0.079470199,-0.991198822,-0.132381629,1.162,8516.358,8506.01
7635,0.057395143,0.408082062,0.912945251,1.225,3380.795,3385.1174
7636,0.203090508,-0.525347639,0.850887689,1.218,148975.688,148065.6
7637,0.079470199,-0.991198822,-0.132381629,1.215,8899.248,8889.174
7638,0.057395143,0.814180971,0.580611184,1.206,3328.467,3322.3718
7639,0.079470199,0.814180971,0.580611184,1.214,8895.182,8835.63
7640,0.046357616,0.562428927,0.826845634,1.166,1696.486,1704.7319
7641,0.057395143,0.408082062,0.912945251,1.217,3359.278,3363.4216
7642,0.057395143,0.75966831,0.65031074,1.218,3362.575,3356.7078
7643,0.046357616,0.903705112,-0.428155428,1.195,1738.313,1747.1938
7644,0.046357616,-0.525347639,0.850887689,1.157,1682.262,1697.7026
7645,0.14790287,-0.110387244,-0.993888654,1.251,59071.393,59777.668
7646,0.079470199,-0.92173958,-0.387809421,1.162,8516.358,8500.293
7647,0.079470199,0.996085171,0.088398712,1.16,8503.116,8438.257
7648,0.112582781,-0.883877473,0.467718518,1.136,23672.094,23710.996
7649,0.068432671,0.325781306,0.945445155,1.183,5533.071,5533.0737
7650,0.068432671,-0.283691091,0.958915723,1.203,5626.307,5636.511
7651,0.033112583,0.996085171,0.088398712,1.185,627.887,636.3632
7652,0.169977925,-0.730194157,0.683239704,1.185,84949.243,85033.27
7653,0.090507726,0.903705112,-0.428155428,1.19,12882.274,12815.81
7654,0.033112583,-0.283633279,-0.958932825,1.14,604.186,618.6593
7655,0.112582781,0.903705112,-0.428155428,1.136,23670.129,23714.111
7656,0.090507726,-0.991198822,-0.132381629,1.177,12743.458,12769.993
7657,0,-0.445154962,0.89545355,1.207,0,0
7658,0.033112583,0.903705112,-0.428155428,1.133,600.29,608.6744
7659,0.046357616,0.862318872,-0.506365641,1.254,1824.278,1832.1792
7660,0.022075055,0.633319203,0.773890682,1.203,188.857,0
7661,0.090507726,-0.283633279,-0.958932825,1.174,12709.308,12702.782
7662,0,-0.445154962,0.89545355,1.266,0,0
7663,0.090507726,-0.666938062,0.74511316,1.151,12459.909,12468.374
7664,0.090507726,0.75966831,0.65031074,1.166,12623.623,12559.468
7665,0.057395143,0.15425145,-0.988031624,1.193,3293.986,3281.301
7666,0.046357616,-0.525347639,0.850887689,1.211,1761.082,1775.1451
7667,0.227373068,-0.787695942,-0.616064204,1.158,198771.659,195866.56
7668,0,-0.445154962,0.89545355,1.271,0,0
7669,0.101545254,0.903705112,-0.428155428,1.135,17353.761,17356.941
7670,0,-0.445154962,0.89545355,1.276,0,0
7671,0,-0.445154962,0.89545355,1.283,0,0
7672,0.136865342,-0.36729133,-0.93010595,1.176,44004.31,44527.637
7673,0.112582781,0.325781306,0.945445155,1.231,25638.874,25589.234
7674,0.101545254,0.903705112,-0.428155428,1.164,17800.834,17785.578
7675,0.14790287,-0.448073616,0.893996664,1.17,55265.621,55485.203
7676,0.057395143,-0.448073616,0.893996664,1.254,3461.574,3479.2097
7677,0.068432671,0.562428927,0.826845634,1.162,5438.281,5429.533
7678,0.158940397,-0.787695942,-0.616064204,1.174,68841.874,69271.836
7679,0.101545254,-0.991198822,-0.132381629,1.167,17833.428,17888.973
7680,0.112582781,0.75966831,0.65031074,1.181,24596.23,24555.729
7681,0.112582781,-0.283691091,0.958915723,1.207,25138.417,25115.924
7682,0.101545254,-0.883877473,0.467718518,1.19,18192.403,18201.922
7683,0.055187638,0.408082062,0.912945251,1.14,2797.159,2796.8303
7684,0.057395143,-0.448073616,0.893996664,1.214,3351.735,3370.7302
7685,0.090507726,-0.92173958,-0.387809421,1.171,12671.764,12701.507
7686,0.169977925,-0.022096619,-0.99975584,1.155,82802.549,83226.984
7687,0.04415011,0.562428927,0.826845634,1.241,1559.184,1609.8438
7688,0.068432671,-0.283691091,0.958915723,1.173,5488.553,5497.5703
7689,0.079470199,0.862318872,-0.506365641,1.223,8964.847,8879.518
7690,0.101545254,-0.730194157,0.683239704,1.162,17759.12,17751.404
7691,0.033112583,-0.598460069,-0.801152636,1.227,650.259,671.13086
7692,0.079470199,0.903705112,-0.428155428,1.161,8510.336,8437.61
7693,0.046357616,-0.999020813,-0.044242678,1.25,1817.79,1833.8898
7694,0.079470199,0.903705112,-0.428155428,1.177,8622.216,8551.839
7695,0.068432671,-0.95241298,-0.304810621,1.137,5319.548,5319.1875
7696,0.046357616,0.964966028,-0.262374854,1.187,1725.719,1735.1273
7697,0,-0.445154962,0.89545355,1.209,0,0
7698,0.079470199,-0.283691091,0.958915723,1.151,8430.765,8410.677
7699,0.033112583,-0.95241298,-0.304810621,1.187,629.273,649.4314
7700,0.046357616,-0.991198822,-0.132381629,1.207,1755.355,1772.3262
7701,0.068432671,0.903705112,-0.428155428,1.182,5529.404,5493.164
7702,0.079470199,-0.110387244,-0.993888654,1.259,9227.444,9171.927
7703,0.079470199,-0.975629313,0.219425258,1.148,8408.479,8410.762
7704,0.046357616,0.325781306,0.945445155,1.186,1724.803,1734.2614
7705,0.090507726,0.903705112,-0.428155428,1.181,12783.142,12717.677
7706,0.169977925,-0.999020813,-0.044242678,1.179,84500.874,84528.38
7707,0.057395143,-0.197813574,0.980239659,1.207,3331.402,3348.152
7708,0.057395143,-0.197813574,0.980239659,1.224,3377.809,3394.2559
7709,0.057395143,0.814180971,0.580611184,1.274,3517.967,3506.7883
7710,0.112582781,-0.283633279,-0.958932825,1.24,25834.512,25985.617
7711,0.090507726,0.75966831,0.65031074,1.151,12459.412,12395.915
7712,0.046357616,0.15425145,-0.988031624,1.225,1781.983,1794.6509
7713,0,-0.445154962,0.89545355,1.175,0,0
7714,0.068432671,0.699250806,-0.71487643,1.181,5526.878,5486.8027
7715,0.046357616,0.814180971,0.580611184,1.167,1697.066,1705.5079
